Age,EdLevel,Employment,YearsCode,WorkExp,Country,JobSat,Salary,lgr_pred,svr_pred,rfr_pred,lgr_pred_raw,svr_pred_raw,rfr_pred_raw,xgb_pred,xgb_pred_raw
32,Master’s degree,Employed,14,6,Germany,9,193744,11.37007878728847,11.195407985581323,11.126266338624669,86687.69718,72794.39564727947,67931.26186,11.369467735290527,86634.74206189235
42,Master’s degree,Employed,20,10,Hungary,5,54941,10.856327318003743,11.264327957740246,11.367084936168784,51860.258082388784,77988.38118422564,86428.55224,10.875701904296875,52874.84536952399
59,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",35,32,United States of America,10,200000,12.177592608290693,11.84944557256962,11.988978607007743,194383.33923850828,140005.70209736165,160969.85568780245,11.822372436523438,136266.13097158482
47,College/University course,Employed,30,30,Portugal,6,51046,11.175028995938538,11.481735841434572,11.364928252969344,71325.91295194135,96928.17551187833,86242.35194,11.24203872680664,76269.28766416262
32,Bachelor’s degree,Employed,8,3,United States of America,9,103000,11.834212118953907,11.394346085171259,11.568403861375332,137889.07916517032,88817.13092046745,105703.61808282738,11.590592384338379,108075.26176165059
47,College/University course,"Independent contractor, freelancer, or self-employed",38,30,Germany,7,185623,11.545950820753188,11.50753938671119,11.375692238191919,103356.67460567015,99461.84006539523,87175.68830389355,11.51452350616455,100158.9318742586
42,Master’s degree,Employed,20,10,Switzerland,6,137770,11.781650879359994,11.394620577130118,12.015780556466796,130828.58525059646,88841.51412955028,165342.52469949477,12.024377822875977,166770.1550964391
42,Master’s degree,Employed,20,15,Germany,8,81210,11.423383680378675,11.507879169451547,11.379001004144559,91434.00585823535,99495.64156401399,87464.61329100332,11.513604164123535,100066.8929521691
47,Bachelor’s degree,Employed,5,5,Germany,7,92812,11.093553327110477,11.127013544385614,10.981445444808058,65744.94841721965,67982.04021077209,58772.44667954865,10.982691764831543,58845.74286876107
47,Bachelor’s degree,Employed,25,15,Brazil,7,43689,10.474443828538515,11.321996886259322,10.580858637948774,35398.176230934216,82618.15937127036,39372.907824343114,10.462864875793457,34990.65473133217
42,Bachelor’s degree,Employed,12,9,Germany,6,69609,11.207919182630983,11.297255193223183,11.305732713885766,73710.87435470702,80599.10193717861,81285.29546704276,11.288527488708496,79898.70892
47,Bachelor’s degree,Employed,30,25,Spain,9,59167,11.279382648151977,11.516902322020407,11.38671276174602,79171.36959249174,100397.47752391995,88141.73444048826,11.217890739440918,74449.57336613424
32,Bachelor’s degree,Employed,11,8,United States of America,7,250000,11.901241041226806,11.665770397679928,11.98522137209567,147448.50264953866,116513.42891658333,160366.18514516376,11.954713821411133,155547.64968958712
42,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",27,23,Brazil,8,174755,10.79409421919278,11.506873840293142,11.065454460249939,48731.14822925053,99395.66495220826,63923.275100398634,11.13961124420166,68843.88739192193
42,Bachelor’s degree,Employed,32,18,Canada,7,75147,11.519292504699656,11.5654505,11.395085023691616,100637.73524145602,105391.8947250743,88882.78631337262,11.609793663024902,110170.51558504922
42,Master’s degree,Employed,18,15,United States of America,10,300000,12.032467384166187,11.951266927667804,12.138744249247384,168124.73215704274,155012.41300411228,186976.62742622133,12.111821174621582,182009.77627742302
32,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",7,3,United States of America,10,125000,11.896312659011178,11.40905386442955,11.404734455616138,146723.60290174407,90133.10216914288,89744.61575367645,11.319010734558105,82371.81402330787
42,Bachelor’s degree,Employed,25,20,Israel,8,170603,11.84434099,11.606181860145112,11.533844321392854,139292.84728136467,109773.31552374434,102112.9189,11.949320793151855,154711.02941225795
47,Master’s degree,"Independent contractor, freelancer, or self-employed",42,30,Germany,10,150819,11.739721265484057,11.592570250514893,11.364928252969344,125456.36584858234,108289.23367842744,86242.35194,11.672914505004883,117348.80094238128
32,Master’s degree,Employed,6,3,Spain,7,40605,11.008073366231482,10.895025963701295,10.825529189834755,60358.48413,53906.557676553195,50287.373681328354,10.642824172973633,41889.91149579021
32,Master’s degree,Employed,14,6,Portugal,7,34804,11.014302928839978,11.09466919205953,11.081460695755611,60735.67094642522,65818.35296376431,64954.69465364533,10.884305953979492,53331.75458616085
47,College/University course,Employed,35,25,Canada,9,124029,11.53728386826796,11.534936579037437,11.38671276174602,102464.74927127904,102224.51458196974,88141.73444048826,11.469919204711914,95789.53933130573
59,Master’s degree,Employed,45,36,United States of America,9,165000,12.25084219480347,11.86189980511178,12.060619093180474,209156.36596041935,141760.28141311376,172925.0098350923,12.087552070617676,177645.70802828608
32,Master’s degree,"Independent contractor, freelancer, or self-employed",13,6,Czech Republic,5,101428,11.082797201663677,11.04153252687969,11.02174777357264,65041.56636265742,62412.22848737187,61189.533402656205,10.942117691040039,56505.88064459411
47,College/University course,Employed,30,20,Spain,3,92812,10.99156497262307,11.346559198616532,11.364928252969344,59370.22572757795,84672.60464629224,86242.35194,11.068622589111328,64126.116585608754
32,Bachelor’s degree,Employed,14,10,Canada,0,178748,11.350042736753977,11.258551074868404,11.369461938790153,84968.08273310153,77539.14450705037,86634.23987923647,11.251533508300781,76996.9062
42,Bachelor’s degree,Employed,9,11,Israel,6,12648,11.722166576225046,11.374545398771076,11.593267415134726,123273.21907170949,87075.76794842105,108364.75612074998,11.957725524902344,156016.8222506002
47,Professional degree,Employed,35,25,United Kingdom of Great Britain and Northern Ireland,10,122527,11.803104058194627,11.629383708311659,11.607005866066473,133665.61862340407,112350.05954393705,109863.80748758603,11.652850151062012,115017.7170504117
47,Master’s degree,Employed,30,27,France,10,109054,11.401367627542855,11.514046726827136,11.38671276174602,89442.96578,100111.18907059962,88141.73444048826,11.424511909484863,91537.22370891193
47,College/University course,Employed,31,17,Brazil,10,45509,10.49881759989972,11.336793049272753,10.688771536180191,36271.58859604781,83849.69445036996,43859.59273718173,10.592329978942871,39827.179920803435
47,Master’s degree,Employed,24,24,United States of America,9,290000,12.142638297320403,11.990183029829037,12.223128540768924,187706.14676584193,161163.84946176916,203439.4354989655,12.217714309692383,202340.93841282726
42,Master’s degree,Employed,12,9,Germany,7,104413,11.279197194629361,11.304478903721845,11.305732713885766,79156.68815906087,81183.44174955504,81285.29546704276,11.328393936157227,83148.37234760002
32,Master’s degree,Employed,12,4,Denmark,10,101088,11.521861880351777,11.107596355510234,10.89685704479187,100896.64643506643,66674.73385976034,54005.35721343063,11.738808631896973,125341.92147359539
59,Master’s degree,Employed,30,39,United States of America,5,400000,12.235649210572598,11.82881554,11.996938812821634,206002.6591694797,137146.94892088295,162256.33033750672,11.849617004394531,140029.70575923906
42,Master’s degree,Employed,20,11,France,10,139218,11.13146750518707,11.31878312587708,11.347038315879232,68285.50932512559,82353.06738928487,84713.18295208042,11.20947266,73825.47279670706
32,Professional degree,Employed,16,12,United States of America,8,180000,12.135971048396486,11.858266695340397,12.236138362502322,186458.81923565784,141246.18157247308,206103.4509061192,12.301085472106934,219933.59201505536
32,Master’s degree,Employed,14,5,United States of America,9,750000,11.93796596,11.53065032772375,11.877106656457778,152964.23647168317,101787.28803661949,143932.49857796897,11.934013366699219,152360.82011968517
42,Bachelor’s degree,Employed,22,20,Brazil,10,75000,10.689153360895315,11.501166141448868,11.053616014048316,43876.34299313612,98829.95471018313,63170.97283973325,11.084836959838867,65174.372869663806
32,Master’s degree,Employed,9,3,Denmark,8,65319,11.476473539078032,10.999044272532498,10.84862145,96419.44460506304,59815.94568962744,51462.15787274446,11.367585182189941,86471.79909956422
42,Secondary school,Employed,25,13,United Kingdom of Great Britain and Northern Ireland,5,94618,11.250218889239955,11.373375104372398,11.524304267899714,76895.74979377179,86973.92210107228,101143.3788,11.498504638671875,98567.26558
32,Master’s degree,Employed,5,3,Portugal,9,42786,10.973793296214016,10.964021638009259,10.813023560785116,58324.41990210626,57757.25939642889,49662.40191207918,10.531095504760742,37461.49225035159
47,Master’s degree,Employed,20,16,Finland,9,90491,11.288231566793874,11.446064699326053,11.362120094764458,79875.06834437836,93531.54217035689,86000.50669267621,11.263882637023926,77953.65863
32,Master’s degree,Employed,7,6,United Kingdom of Great Britain and Northern Ireland,7,68071,11.460215593498893,11.19060181045887,11.282665480653318,94864.52044985311,72445.36764440156,79431.70630770938,11.475135803222656,96290.54575465292
47,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",38,31,United States of America,8,300000,12.24439256175241,11.967172824505004,12.033586081336173,207811.71860226057,157497.75374793643,168312.9191803277,12.075821876525879,175574.0518821845
42,College/University course,"Independent contractor, freelancer, or self-employed",20,17,Brazil,2,131066,10.474844890761652,11.266135970227499,10.34680100949603,35412.37635062605,78129.51451,31156.211601142968,10.45335578918457,34659.49307372018
42,Master’s degree,Employed,17,9,Germany,6,70769,11.263420720176192,11.29546772675929,11.312645152629646,77917.65837,80455.16064142378,81849.12849,11.34188461303711,84277.71432843438
32,Bachelor’s degree,Employed,11,4,New Zealand,9,49092,11.235192536220204,11.03940542678254,10.821143876242617,75748.91007333394,62279.61039897045,50067.32623387204,11.033062934875488,61885.84617475332
32,Bachelor’s degree,Employed,15,6,United States of America,7,111000,11.865053128524446,11.548887726043404,11.810107960509233,142208.0061202101,103660.67249499977,134605.09271488697,11.802799224853516,133624.87879119907
42,Associate degree,Employed,12,7,Canada,3,87550,11.040161719429697,11.115578703411304,11.106603037005787,62326.73058275393,67209.09264550635,66608.53650249279,11.161766052246094,70386.15388321612
32,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",9,7,Poland,7,49122,11.143778483011538,11.153185615356636,11.17341618391631,69131.37908574982,69784.78504476401,71210.96876582234,11.35169506072998,85108.59523984372
42,Master’s degree,Employed,6,15,Bulgaria,8,71168,11.110291910566584,11.454694229254924,11.38671276174602,66854.70442260981,94342.17670927224,88141.73444048826,11.074591636657715,64510.03907941666
47,Bachelor’s degree,Employed,40,35,United States of America,7,230000,12.274732293381339,11.949583760599975,12.086721432790306,214213.32111650927,154751.71898960852,177498.20922021542,12.162229537963867,191419.82161736136
32,Associate degree,Employed,10,15,Australia,8,81262,11.471150945894607,11.502448705130481,11.39307909143459,95907.60117940583,98956.79302503451,88704.67016,11.51735782623291,100443.2198704859
32,Bachelor’s degree,Employed,15,7,Germany,10,25523,11.355054668625478,11.268127713112687,11.200539303352766,85395.01096085596,78285.28547898956,73168.89196272286,11.342151641845703,84300.22217809972
42,Secondary school,Employed,15,15,Spain,3,90491,10.917116435830756,11.293610157154976,11.362120094764458,55110.65161377448,80305.84644662625,86000.50669267621,10.930299758911133,55842.01664063818
42,Professional degree,Employed,10,4,Germany,7,139218,11.239345080201874,11.090247485668081,11.009705818293591,76064.11891286074,65527.96159589882,60457.098560490536,11.138473510742188,68765.60480082843
47,College/University course,Employed,37,27,Denmark,5,124416,11.58813525808991,11.514198303551984,11.362120094764458,107810.03072854996,100126.3648984584,86000.50669267621,11.71257209777832,122096.12307456357
32,Bachelor’s degree,Employed,13,8,Canada,7,65663,11.408605818574973,11.26021268,11.307417480242604,90092.72700394805,77668.09246489825,81422.35931077339,11.397505760192871,89098.21118
42,Master’s degree,Employed,22,18,Belgium,6,64194,11.315596739162622,11.489997842727977,11.375692238191919,82091.07311228615,97732.32184003603,87175.68830389355,11.36870288848877,86568.50432574775
42,Master’s degree,Employed,25,11,Germany,9,98612,11.35996536582061,11.41077958873104,11.372360639470086,85815.39626001456,90288.78307217157,86885.73383473311,11.494715690612793,98194.50217674648
32,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",20,14,United States of America,10,50000,12.11560758410303,11.956943868155765,11.25657922705041,182700.24998961345,155894.91751728696,77386.39778843147,11.641824722290039,113756.55159864627
42,Bachelor’s degree,Employed,17,17,Australia,6,84512,11.523748911236583,11.543044976785893,11.389439854113373,101087.22316563004,103056.7692805152,88382.43587716857,11.695012092590332,119970.81181038158
